order_id,customer_id,item_id,style_name,size,color,purchase_date,relationship_tier,base_window_days,adjusted_window_days,window_closes_date,days_remaining,status,adjustment_reason
ORD-001635,CUST-00115,SKU-003,Bootcut,31,Black,2025-04-22,VIP,30,60,2025-06-21,-380,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001636,CUST-00115,SKU-013,Trucker Jacket,S,Stone Wash,2025-06-22,VIP,30,60,2025-08-21,-319,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001637,CUST-00115,SKU-002,Straight,34,Black,2025-07-20,VIP,30,60,2025-09-18,-291,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001638,CUST-00115,SKU-005,Slim Straight,27,Black,2026-05-20,VIP,30,60,2026-07-19,13,open,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001639,CUST-00115,SKU-001,Skinny,24,Raw Denim,2025-05-22,VIP,30,60,2025-07-21,-350,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001640,CUST-00115,SKU-002,Straight,29,Black,2025-11-18,VIP,30,60,2026-01-17,-170,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001641,CUST-00116,SKU-009,Cropped Straight,27,Indigo,2026-06-29,new,30,30,2026-07-29,23,open,Standard 30-day return window.
ORD-001642,CUST-00117,SKU-001,Skinny,28,Vintage Blue,2026-05-30,regular,30,30,2026-06-29,-7,closed,Standard 30-day return window.
ORD-001643,CUST-00117,SKU-015,Denim Overalls,M,Black,2025-02-13,regular,30,30,2025-03-15,-478,closed,Standard 30-day return window.
ORD-001644,CUST-00117,SKU-010,Flare,26,Stone Wash,2025-05-15,regular,30,30,2025-06-14,-387,closed,Standard 30-day return window.
ORD-001645,CUST-00117,SKU-006,High-Rise Skinny,25,White,2025-06-19,regular,30,30,2025-07-19,-352,closed,Standard 30-day return window.
ORD-001646,CUST-00118,SKU-008,Boyfriend,32,Indigo,2025-12-27,VIP,30,60,2026-02-25,-131,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001647,CUST-00118,SKU-006,High-Rise Skinny,25,White,2025-11-23,VIP,30,60,2026-01-22,-165,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001648,CUST-00118,SKU-004,Wide Leg,25,Raw Denim,2026-04-19,VIP,30,60,2026-06-18,-18,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001649,CUST-00118,SKU-016,Denim Skirt,S,Indigo,2026-04-21,VIP,30,60,2026-06-20,-16,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001650,CUST-00118,SKU-008,Boyfriend,31,Raw Denim,2026-03-26,VIP,30,60,2026-05-25,-42,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001651,CUST-00118,SKU-013,Trucker Jacket,XL,Black,2025-11-07,VIP,30,60,2026-01-06,-181,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001652,CUST-00118,SKU-009,Cropped Straight,29,White,2026-06-21,VIP,30,60,2026-08-20,45,open,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001653,CUST-00118,SKU-006,High-Rise Skinny,31,Black,2025-12-13,VIP,30,60,2026-02-11,-145,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001654,CUST-00118,SKU-005,Slim Straight,24,White,2025-10-29,VIP,30,60,2025-12-28,-190,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001655,CUST-00118,SKU-005,Slim Straight,32,Vintage Blue,2026-01-20,VIP,30,60,2026-03-21,-107,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001656,CUST-00118,SKU-007,Mom Jean,24,Vintage Blue,2026-04-06,VIP,30,60,2026-06-05,-31,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001657,CUST-00393,SKU-009,Cropped Straight,26,Black,2025-05-14,regular,30,30,2025-06-13,-388,closed,Standard 30-day return window.
ORD-001658,CUST-00393,SKU-007,Mom Jean,24,Black,2025-01-27,regular,30,30,2025-02-26,-495,closed,Standard 30-day return window.
ORD-001659,CUST-00393,SKU-002,Straight,29,Vintage Blue,2025-11-23,regular,30,30,2025-12-23,-195,closed,Standard 30-day return window.
ORD-001660,CUST-00393,SKU-004,Wide Leg,33,Raw Denim,2025-10-13,regular,30,30,2025-11-12,-236,closed,Standard 30-day return window.
ORD-001661,CUST-00393,SKU-003,Bootcut,31,White,2026-06-18,regular,30,30,2026-07-18,12,open,Standard 30-day return window.
ORD-001662,CUST-00393,SKU-001,Skinny,28,Black,2026-04-10,regular,30,30,2026-05-10,-57,closed,Standard 30-day return window.
ORD-001663,CUST-00393,SKU-005,Slim Straight,33,Indigo,2025-11-14,regular,30,30,2025-12-14,-204,closed,Standard 30-day return window.
ORD-001664,CUST-00394,SKU-014,Denim Shirt,L,Raw Denim,2026-05-19,regular,30,30,2026-06-18,-18,closed,Standard 30-day return window.
ORD-001665,CUST-00394,SKU-003,Bootcut,33,Raw Denim,2025-12-03,regular,30,30,2026-01-02,-185,closed,Standard 30-day return window.
ORD-001666,CUST-00394,SKU-009,Cropped Straight,28,Vintage Blue,2025-08-15,regular,30,30,2025-09-14,-295,closed,Standard 30-day return window.
ORD-001667,CUST-00394,SKU-014,Denim Shirt,M,Indigo,2025-05-07,regular,30,30,2025-06-06,-395,closed,Standard 30-day return window.
ORD-001668,CUST-00394,SKU-013,Trucker Jacket,S,Raw Denim,2025-03-07,regular,30,30,2025-04-06,-456,closed,Standard 30-day return window.
ORD-001669,CUST-00394,SKU-011,Denim Jacket,XL,Stone Wash,2025-12-20,regular,30,30,2026-01-19,-168,closed,Standard 30-day return window.
ORD-001670,CUST-00394,SKU-004,Wide Leg,33,Stone Wash,2026-03-14,regular,30,30,2026-04-13,-84,closed,Standard 30-day return window.
ORD-001671,CUST-00394,SKU-013,Trucker Jacket,M,Black,2026-07-03,regular,30,30,2026-08-02,27,open,Standard 30-day return window.
ORD-001672,CUST-00394,SKU-006,High-Rise Skinny,29,Vintage Blue,2026-02-09,regular,30,30,2026-03-11,-117,closed,Standard 30-day return window.
ORD-001673,CUST-00119,SKU-012,Chore Jacket,XL,Raw Denim,2026-05-11,VIP,30,60,2026-07-10,4,closing_soon,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001674,CUST-00119,SKU-015,Denim Overalls,L,Stone Wash,2026-02-10,VIP,30,60,2026-04-11,-86,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001675,CUST-00119,SKU-008,Boyfriend,30,White,2026-05-06,VIP,30,60,2026-07-05,-1,discretionary,"VIP customer — standard 30-day window extended by 30 days to 60 days. Past the window, but VIP status allows manager discretion for up to 14 more days."
ORD-001676,CUST-00119,SKU-009,Cropped Straight,26,Indigo,2026-04-19,VIP,30,60,2026-06-18,-18,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001677,CUST-00119,SKU-010,Flare,32,Indigo,2026-06-29,VIP,30,60,2026-08-28,53,open,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001678,CUST-00119,SKU-015,Denim Overalls,S,Indigo,2026-05-31,VIP,30,60,2026-07-30,24,open,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001679,CUST-00119,SKU-004,Wide Leg,28,Black,2026-05-28,VIP,30,60,2026-07-27,21,open,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001680,CUST-00119,SKU-006,High-Rise Skinny,30,Indigo,2026-06-24,VIP,30,60,2026-08-23,48,open,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001681,CUST-00119,SKU-015,Denim Overalls,S,Indigo,2026-06-02,VIP,30,60,2026-08-01,26,open,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001682,CUST-00395,SKU-006,High-Rise Skinny,26,Indigo,2026-06-30,VIP,30,60,2026-08-29,54,open,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001683,CUST-00395,SKU-007,Mom Jean,29,Vintage Blue,2026-02-22,VIP,30,60,2026-04-23,-74,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001684,CUST-00395,SKU-016,Denim Skirt,XS,Indigo,2026-02-11,VIP,30,60,2026-04-12,-85,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001685,CUST-00395,SKU-011,Denim Jacket,S,Black,2026-06-29,VIP,30,60,2026-08-28,53,open,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001686,CUST-00395,SKU-014,Denim Shirt,S,Black,2026-04-24,VIP,30,60,2026-06-23,-13,discretionary,"VIP customer — standard 30-day window extended by 30 days to 60 days. Past the window, but VIP status allows manager discretion for up to 14 more days."
ORD-001687,CUST-00395,SKU-003,Bootcut,24,White,2025-12-19,VIP,30,60,2026-02-17,-139,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001688,CUST-00395,SKU-006,High-Rise Skinny,26,Indigo,2025-12-18,VIP,30,60,2026-02-16,-140,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001689,CUST-00395,SKU-008,Boyfriend,33,Vintage Blue,2025-10-15,VIP,30,60,2025-12-14,-204,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001690,CUST-00395,SKU-002,Straight,27,Indigo,2026-06-12,VIP,30,60,2026-08-11,36,open,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001691,CUST-00395,SKU-001,Skinny,33,Vintage Blue,2025-12-31,VIP,30,60,2026-03-01,-127,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001692,CUST-00395,SKU-012,Chore Jacket,S,Black,2025-12-06,VIP,30,60,2026-02-04,-152,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001693,CUST-00120,SKU-007,Mom Jean,32,Raw Denim,2026-02-16,regular,30,30,2026-03-18,-110,closed,Standard 30-day return window.
ORD-001694,CUST-00120,SKU-014,Denim Shirt,XS,Stone Wash,2026-05-06,regular,30,30,2026-06-05,-31,closed,Standard 30-day return window.
ORD-001695,CUST-00120,SKU-006,High-Rise Skinny,30,Raw Denim,2026-06-17,regular,30,30,2026-07-17,11,open,Standard 30-day return window.
ORD-001696,CUST-00120,SKU-007,Mom Jean,30,Indigo,2026-01-29,regular,30,30,2026-02-28,-128,closed,Standard 30-day return window.
ORD-001697,CUST-00120,SKU-006,High-Rise Skinny,25,Stone Wash,2026-06-29,regular,30,30,2026-07-29,23,open,Standard 30-day return window.
ORD-001698,CUST-00120,SKU-016,Denim Skirt,S,Stone Wash,2026-05-23,regular,30,30,2026-06-22,-14,closed,Standard 30-day return window.
ORD-001699,CUST-00120,SKU-001,Skinny,34,Indigo,2026-05-08,regular,30,30,2026-06-07,-29,closed,Standard 30-day return window.
ORD-001700,CUST-00396,SKU-012,Chore Jacket,L,Indigo,2025-07-21,VIP,30,60,2025-09-19,-290,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001701,CUST-00396,SKU-013,Trucker Jacket,S,Raw Denim,2026-03-22,VIP,30,60,2026-05-21,-46,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001702,CUST-00396,SKU-016,Denim Skirt,M,Indigo,2025-09-07,VIP,30,60,2025-11-06,-242,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001703,CUST-00396,SKU-011,Denim Jacket,S,Indigo,2026-05-21,VIP,30,60,2026-07-20,14,open,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001704,CUST-00396,SKU-010,Flare,34,Stone Wash,2025-05-20,VIP,30,60,2025-07-19,-352,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001705,CUST-00396,SKU-009,Cropped Straight,31,Indigo,2025-11-04,VIP,30,60,2026-01-03,-184,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001706,CUST-00396,SKU-009,Cropped Straight,25,Indigo,2025-10-26,VIP,30,60,2025-12-25,-193,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001707,CUST-00396,SKU-003,Bootcut,33,Vintage Blue,2025-09-07,VIP,30,60,2025-11-06,-242,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001708,CUST-00396,SKU-006,High-Rise Skinny,24,Stone Wash,2025-12-31,VIP,30,60,2026-03-01,-127,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001709,CUST-00396,SKU-001,Skinny,25,Raw Denim,2025-11-29,VIP,30,60,2026-01-28,-159,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001710,CUST-00397,SKU-007,Mom Jean,33,Black,2026-01-27,regular,30,30,2026-02-26,-130,closed,Standard 30-day return window.
ORD-001711,CUST-00397,SKU-016,Denim Skirt,S,Indigo,2026-06-07,regular,30,30,2026-07-07,1,closing_soon,Standard 30-day return window.
ORD-001712,CUST-00397,SKU-013,Trucker Jacket,XS,Raw Denim,2026-03-30,regular,30,30,2026-04-29,-68,closed,Standard 30-day return window.
ORD-001713,CUST-00397,SKU-007,Mom Jean,34,Vintage Blue,2026-05-29,regular,30,30,2026-06-28,-8,closed,Standard 30-day return window.
ORD-001714,CUST-00397,SKU-013,Trucker Jacket,M,Stone Wash,2026-03-06,regular,30,30,2026-04-05,-92,closed,Standard 30-day return window.
ORD-001715,CUST-00397,SKU-006,High-Rise Skinny,25,Raw Denim,2026-03-14,regular,30,30,2026-04-13,-84,closed,Standard 30-day return window.
ORD-001716,CUST-00398,SKU-015,Denim Overalls,M,Raw Denim,2025-11-12,regular,30,30,2025-12-12,-206,closed,Standard 30-day return window.
ORD-001717,CUST-00398,SKU-014,Denim Shirt,L,Raw Denim,2025-12-09,regular,30,30,2026-01-08,-179,closed,Standard 30-day return window.
ORD-001718,CUST-00398,SKU-013,Trucker Jacket,M,Raw Denim,2026-04-01,regular,30,30,2026-05-01,-66,closed,Standard 30-day return window.
ORD-001719,CUST-00398,SKU-008,Boyfriend,31,Black,2025-10-04,regular,30,30,2025-11-03,-245,closed,Standard 30-day return window.
ORD-001720,CUST-00398,SKU-015,Denim Overalls,XS,Indigo,2025-08-05,regular,30,30,2025-09-04,-305,closed,Standard 30-day return window.
ORD-001721,CUST-00398,SKU-007,Mom Jean,24,Vintage Blue,2026-02-20,regular,30,30,2026-03-22,-106,closed,Standard 30-day return window.
ORD-001722,CUST-00398,SKU-006,High-Rise Skinny,31,Stone Wash,2026-01-20,regular,30,30,2026-02-19,-137,closed,Standard 30-day return window.
ORD-001723,CUST-00399,SKU-011,Denim Jacket,XL,Raw Denim,2025-11-22,new,30,30,2025-12-22,-196,closed,Standard 30-day return window.
ORD-001724,CUST-00121,SKU-010,Flare,27,White,2026-02-21,watch,30,30,2026-03-23,-105,closed,"Watch-listed customer — standard 30-day return window applied strictly, no extensions."
ORD-001725,CUST-00121,SKU-004,Wide Leg,30,Raw Denim,2026-03-15,watch,30,30,2026-04-14,-83,closed,"Watch-listed customer — standard 30-day return window applied strictly, no extensions."
ORD-001726,CUST-00121,SKU-009,Cropped Straight,28,Raw Denim,2026-02-11,watch,30,30,2026-03-13,-115,closed,"Watch-listed customer — standard 30-day return window applied strictly, no extensions."
ORD-001727,CUST-00121,SKU-009,Cropped Straight,24,Raw Denim,2026-05-07,watch,30,30,2026-06-06,-30,closed,"Watch-listed customer — standard 30-day return window applied strictly, no extensions."
ORD-001728,CUST-00122,SKU-005,Slim Straight,27,Indigo,2026-01-08,regular,30,30,2026-02-07,-149,closed,Standard 30-day return window.
ORD-001729,CUST-00122,SKU-009,Cropped Straight,25,Black,2026-02-25,regular,30,30,2026-03-27,-101,closed,Standard 30-day return window.
ORD-001730,CUST-00122,SKU-005,Slim Straight,24,Vintage Blue,2026-05-29,regular,30,30,2026-06-28,-8,closed,Standard 30-day return window.
ORD-001731,CUST-00401,SKU-014,Denim Shirt,M,Stone Wash,2025-12-16,regular,30,30,2026-01-15,-172,closed,Standard 30-day return window.
ORD-001732,CUST-00401,SKU-009,Cropped Straight,33,Stone Wash,2025-08-11,regular,30,30,2025-09-10,-299,closed,Standard 30-day return window.
ORD-001733,CUST-00401,SKU-002,Straight,24,Black,2026-06-14,regular,30,30,2026-07-14,8,open,Standard 30-day return window.
ORD-001734,CUST-00401,SKU-015,Denim Overalls,M,Raw Denim,2025-10-03,regular,30,30,2025-11-02,-246,closed,Standard 30-day return window.
ORD-001735,CUST-00401,SKU-016,Denim Skirt,XS,Raw Denim,2026-03-26,regular,30,30,2026-04-25,-72,closed,Standard 30-day return window.
ORD-001736,CUST-00401,SKU-007,Mom Jean,28,Vintage Blue,2026-02-06,regular,30,30,2026-03-08,-120,closed,Standard 30-day return window.
ORD-001737,CUST-00402,SKU-002,Straight,27,White,2026-07-03,new,30,30,2026-08-02,27,open,Standard 30-day return window.
ORD-001738,CUST-00123,SKU-009,Cropped Straight,30,Black,2025-10-02,VIP,30,60,2025-12-01,-217,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001739,CUST-00123,SKU-013,Trucker Jacket,XL,Indigo,2026-05-31,VIP,30,60,2026-07-30,24,open,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001740,CUST-00123,SKU-011,Denim Jacket,S,Stone Wash,2026-06-29,VIP,30,60,2026-08-28,53,open,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001741,CUST-00123,SKU-010,Flare,25,Stone Wash,2025-11-01,VIP,30,60,2025-12-31,-187,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001742,CUST-00123,SKU-012,Chore Jacket,XS,Black,2025-02-09,VIP,30,60,2025-04-10,-452,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001743,CUST-00123,SKU-013,Trucker Jacket,M,Black,2025-11-07,VIP,30,60,2026-01-06,-181,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001744,CUST-00123,SKU-007,Mom Jean,27,Black,2025-02-11,VIP,30,60,2025-04-12,-450,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001745,CUST-00123,SKU-004,Wide Leg,27,Black,2025-08-05,VIP,30,60,2025-10-04,-275,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001746,CUST-00123,SKU-004,Wide Leg,34,Stone Wash,2025-09-15,VIP,30,60,2025-11-14,-234,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001747,CUST-00123,SKU-014,Denim Shirt,S,Raw Denim,2025-11-23,VIP,30,60,2026-01-22,-165,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001748,CUST-00123,SKU-002,Straight,26,White,2025-05-14,VIP,30,60,2025-07-13,-358,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001749,CUST-00123,SKU-001,Skinny,27,White,2025-11-02,VIP,30,60,2026-01-01,-186,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001750,CUST-00124,SKU-001,Skinny,25,Stone Wash,2026-06-08,regular,30,30,2026-07-08,2,closing_soon,Standard 30-day return window.
ORD-001751,CUST-00124,SKU-010,Flare,24,White,2026-02-14,regular,30,30,2026-03-16,-112,closed,Standard 30-day return window.
ORD-001752,CUST-00124,SKU-015,Denim Overalls,XS,Raw Denim,2026-03-19,regular,30,30,2026-04-18,-79,closed,Standard 30-day return window.
ORD-001753,CUST-00403,SKU-008,Boyfriend,32,Stone Wash,2025-06-28,new,30,30,2025-07-28,-343,closed,Standard 30-day return window.
ORD-001754,CUST-00125,SKU-003,Bootcut,26,Black,2026-02-02,regular,30,30,2026-03-04,-124,closed,Standard 30-day return window.
ORD-001755,CUST-00125,SKU-013,Trucker Jacket,L,Stone Wash,2026-02-03,regular,30,30,2026-03-05,-123,closed,Standard 30-day return window.
ORD-001756,CUST-00125,SKU-008,Boyfriend,31,Black,2025-12-15,regular,30,30,2026-01-14,-173,closed,Standard 30-day return window.
ORD-001757,CUST-00125,SKU-006,High-Rise Skinny,25,Black,2025-11-27,regular,30,30,2025-12-27,-191,closed,Standard 30-day return window.
ORD-001758,CUST-00126,SKU-014,Denim Shirt,XL,Indigo,2026-04-09,regular,30,30,2026-05-09,-58,closed,Standard 30-day return window.
ORD-001759,CUST-00126,SKU-002,Straight,31,White,2026-05-06,regular,30,30,2026-06-05,-31,closed,Standard 30-day return window.
ORD-001760,CUST-00126,SKU-005,Slim Straight,29,Indigo,2026-05-24,regular,30,30,2026-06-23,-13,closed,Standard 30-day return window.
ORD-001761,CUST-00126,SKU-004,Wide Leg,31,Indigo,2026-04-30,regular,30,30,2026-05-30,-37,closed,Standard 30-day return window.
ORD-001762,CUST-00126,SKU-006,High-Rise Skinny,24,White,2026-06-30,regular,30,30,2026-07-30,24,open,Standard 30-day return window.
ORD-001763,CUST-00126,SKU-013,Trucker Jacket,S,Black,2026-04-15,regular,30,30,2026-05-15,-52,closed,Standard 30-day return window.
ORD-001764,CUST-00126,SKU-001,Skinny,28,Raw Denim,2026-06-01,regular,30,30,2026-07-01,-5,closed,Standard 30-day return window.
ORD-001765,CUST-00126,SKU-011,Denim Jacket,XS,Stone Wash,2026-07-05,regular,30,30,2026-08-04,29,open,Standard 30-day return window.
ORD-001766,CUST-00126,SKU-012,Chore Jacket,XS,Stone Wash,2026-05-15,regular,30,30,2026-06-14,-22,closed,Standard 30-day return window.
ORD-001767,CUST-00127,SKU-014,Denim Shirt,S,Black,2026-07-04,new,30,30,2026-08-03,28,open,Standard 30-day return window.
ORD-001768,CUST-00404,SKU-016,Denim Skirt,L,Stone Wash,2026-04-12,regular,30,30,2026-05-12,-55,closed,Standard 30-day return window.
ORD-001769,CUST-00404,SKU-012,Chore Jacket,XL,Indigo,2026-03-19,regular,30,30,2026-04-18,-79,closed,Standard 30-day return window.
ORD-001770,CUST-00404,SKU-006,High-Rise Skinny,26,Raw Denim,2026-05-21,regular,30,30,2026-06-20,-16,closed,Standard 30-day return window.
ORD-001771,CUST-00404,SKU-011,Denim Jacket,XL,Raw Denim,2026-03-28,regular,30,30,2026-04-27,-70,closed,Standard 30-day return window.
ORD-001772,CUST-00404,SKU-010,Flare,34,Black,2026-03-31,regular,30,30,2026-04-30,-67,closed,Standard 30-day return window.
ORD-001773,CUST-00404,SKU-011,Denim Jacket,XS,Black,2026-05-27,regular,30,30,2026-06-26,-10,closed,Standard 30-day return window.
ORD-001774,CUST-00405,SKU-003,Bootcut,26,Black,2025-06-24,regular,30,30,2025-07-24,-347,closed,Standard 30-day return window.
ORD-001775,CUST-00128,SKU-010,Flare,32,Vintage Blue,2025-03-18,regular,30,30,2025-04-17,-445,closed,Standard 30-day return window.
ORD-001776,CUST-00405,SKU-013,Trucker Jacket,M,Indigo,2026-02-21,regular,30,30,2026-03-23,-105,closed,Standard 30-day return window.
ORD-001777,CUST-00405,SKU-010,Flare,26,Vintage Blue,2025-06-21,regular,30,30,2025-07-21,-350,closed,Standard 30-day return window.
ORD-001778,CUST-00405,SKU-011,Denim Jacket,XL,Stone Wash,2026-02-15,regular,30,30,2026-03-17,-111,closed,Standard 30-day return window.
ORD-001779,CUST-00128,SKU-013,Trucker Jacket,M,Indigo,2024-12-15,regular,30,30,2025-01-14,-538,closed,Standard 30-day return window.
ORD-001780,CUST-00406,SKU-005,Slim Straight,30,Black,2026-01-18,regular,30,30,2026-02-17,-139,closed,Standard 30-day return window.
ORD-001781,CUST-00406,SKU-007,Mom Jean,25,White,2026-01-13,regular,30,30,2026-02-12,-144,closed,Standard 30-day return window.
ORD-001782,CUST-00406,SKU-014,Denim Shirt,XL,Stone Wash,2026-05-09,regular,30,30,2026-06-08,-28,closed,Standard 30-day return window.
ORD-001783,CUST-00406,SKU-001,Skinny,24,Black,2026-01-22,regular,30,30,2026-02-21,-135,closed,Standard 30-day return window.
ORD-001784,CUST-00406,SKU-001,Skinny,29,Black,2026-06-01,regular,30,30,2026-07-01,-5,closed,Standard 30-day return window.
ORD-001785,CUST-00407,SKU-006,High-Rise Skinny,28,Black,2025-03-18,regular,30,30,2025-04-17,-445,closed,Standard 30-day return window.
ORD-001786,CUST-00407,SKU-006,High-Rise Skinny,34,Raw Denim,2026-04-02,regular,30,30,2026-05-02,-65,closed,Standard 30-day return window.
ORD-001787,CUST-00407,SKU-008,Boyfriend,27,Black,2026-05-13,regular,30,30,2026-06-12,-24,closed,Standard 30-day return window.
ORD-001788,CUST-00407,SKU-016,Denim Skirt,L,Indigo,2025-08-26,regular,30,30,2025-09-25,-284,closed,Standard 30-day return window.
ORD-001789,CUST-00407,SKU-014,Denim Shirt,XL,Stone Wash,2026-05-10,regular,30,30,2026-06-09,-27,closed,Standard 30-day return window.
ORD-001790,CUST-00407,SKU-007,Mom Jean,27,Vintage Blue,2026-07-01,regular,30,30,2026-07-31,25,open,Standard 30-day return window.
ORD-001791,CUST-00407,SKU-003,Bootcut,32,Stone Wash,2025-08-09,regular,30,30,2025-09-08,-301,closed,Standard 30-day return window.
ORD-001792,CUST-00408,SKU-004,Wide Leg,34,Indigo,2026-05-09,VIP,30,60,2026-07-08,2,closing_soon,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001793,CUST-00408,SKU-004,Wide Leg,34,White,2026-01-07,VIP,30,60,2026-03-08,-120,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001794,CUST-00408,SKU-004,Wide Leg,29,Raw Denim,2026-05-03,VIP,30,60,2026-07-02,-4,discretionary,"VIP customer — standard 30-day window extended by 30 days to 60 days. Past the window, but VIP status allows manager discretion for up to 14 more days."
ORD-001795,CUST-00408,SKU-016,Denim Skirt,S,Indigo,2026-03-23,VIP,30,60,2026-05-22,-45,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001796,CUST-00408,SKU-013,Trucker Jacket,XL,Raw Denim,2026-04-10,VIP,30,60,2026-06-09,-27,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001797,CUST-00408,SKU-015,Denim Overalls,S,Stone Wash,2026-01-30,VIP,30,60,2026-03-31,-97,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001798,CUST-00408,SKU-014,Denim Shirt,XS,Raw Denim,2026-03-04,VIP,30,60,2026-05-03,-64,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001799,CUST-00408,SKU-014,Denim Shirt,L,Stone Wash,2026-06-15,VIP,30,60,2026-08-14,39,open,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001800,CUST-00408,SKU-015,Denim Overalls,M,Raw Denim,2026-05-29,VIP,30,60,2026-07-28,22,open,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001801,CUST-00408,SKU-007,Mom Jean,33,Raw Denim,2026-01-25,VIP,30,60,2026-03-26,-102,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-001802,CUST-00409,SKU-004,Wide Leg,30,White,2026-06-01,regular,30,30,2026-07-01,-5,closed,Standard 30-day return window.
ORD-001803,CUST-00409,SKU-006,High-Rise Skinny,34,Vintage Blue,2026-01-06,regular,30,30,2026-02-05,-151,closed,Standard 30-day return window.
ORD-001804,CUST-00409,SKU-002,Straight,26,Stone Wash,2026-02-16,regular,30,30,2026-03-18,-110,closed,Standard 30-day return window.
ORD-001805,CUST-00409,SKU-002,Straight,24,Raw Denim,2026-05-25,regular,30,30,2026-06-24,-12,closed,Standard 30-day return window.
ORD-001806,CUST-00409,SKU-001,Skinny,32,Raw Denim,2026-01-30,regular,30,30,2026-03-01,-127,closed,Standard 30-day return window.
ORD-001807,CUST-00129,SKU-011,Denim Jacket,L,Stone Wash,2025-01-07,VIP,30,60,2025-03-08,-485,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
